DocumentID,Institution name,Institution code (UKPRN),Main panel,URL,UoAValue,UoAString,4*,3*,2*,1*,unclassified,WordCount,TextUsed,IncludedInTopicModel,ResearchRank,ReasonForRemoval,food-environmental-science,art-media-research,study-english-literature,physics-group-facility,design-environment-project,mathematics-group-mathematical,law-school-international,study-language-linguistics,environmental-nerc-geography,social-research-work,archaeology-project-anthropology,wale-welsh-cardiff,engineering-technology-system,research-department-student,biology-cell-science,philosophy-project-ethic,research-staff-support,university-research-international,research-staff-university,chemistry-material-epsrc,system-computer-science,psychology-neuroscience-cognitive,economics-economic-lse,management-business-school,scottish-scotland-edinburgh,health-research-care,sport-exercise-science,clinical-cancer-research,history-study-project,music-performance-theatre
10007806-8-,University of Sussex,10007806,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007806-8-.pdf,8, Chemistry,0,40,60,0,0,2646,,TRUE,37,,0,0,0,0.02685624,0,0,0,0,0,0,0,0,0.024881517,0.122432859,0.066745656,0,0.170221169,0.066745656,0.124802528,0.368088468,0,0.014612954,0,0,0,3.95E-04,0,0.014218009,0,0
10007806-9-,University of Sussex,10007806,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007806-9-.pdf,9, Physics,10,65,25,0,0,2899,,TRUE,37,,3.56E-04,0,0,0.371571072,0,0,0,0,0,0,0,0,0,0.141075882,0,0,0.341289633,7.13E-04,0.131100819,0,0,0.004275027,0,0,0,0,0,0.00961881,0,0
10007857-8-,Bangor University,10007857,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007857-8-.pdf,8, Chemistry,0,60,40,0,0,2340,,TRUE,40,,0.018149624,0,0,0,4.43E-04,0,0,0,0,0,0,0.060646304,0.034528552,0.022133687,0,0,0.385126162,0.10270031,0.125276671,0.242142541,0,0,0,0,0,0.004426737,0,0.004426737,0,0
10007857-7-,Bangor University,10007857,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007857-7-.pdf,7, Earth Systems and Environmental Sciences,15,85,0,0,0,3932,,TRUE,40,,0.417370644,0,0,0,0,0,0,0,0.062038015,0,0,0.058342133,0,0.006335797,0,0,0.429250264,0.019007392,0.007655755,0,0,0,0,0,0,0,0,0,0,0
10007857-13-,Bangor University,10007857,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007857-13-.pdf,13," Electrical and Electronic Engineering, Metallurgy and Materials",0,25,75,0,0,3010,,TRUE,40,,0.007194245,0,0,0.078451524,0,0,0,0,0,0,0,0.137718397,0.286399452,0.005823912,0,0,0.277834875,0.118876328,0.044193217,0.039397054,0.004110997,0,0,0,0,0,0,0,0,0
10007857-11-,Bangor University,10007857,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007857-11-.pdf,11, Computer Science and Informatics,0,15,60,25,0,2102,,TRUE,40,,0.003892944,0.001946472,0,0,0,0,0,0,0,0,0.003406326,0.064720195,0,0.028223844,0,0,0.273965937,0.101216545,0.122141119,0,0.351824818,0.014111922,0,0,0,0.015085158,0,0.01946472,0,0
10005343-8-,Queen's University Belfast,10005343,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10005343-8-.pdf,8, Chemistry,0,70,30,0,0,3969,,TRUE,41,,0.00157439,0,0,0.022303857,0,0.001311992,0,0,0,0,0,0.001311992,0.050642876,0.07347153,0.008921543,0,0.230385726,0.092364209,0.008134348,0.506691157,0,0,0,0,0,0,0,0,0,0.002886382
10005343-7-,Queen's University Belfast,10005343,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10005343-7-.pdf,7, Earth Systems and Environmental Sciences,0,65,35,0,0,3418,,TRUE,41,,0.349865551,0,0,0,0,0,0,0,0.036450553,0,0,0,0.00418285,0.075590081,0.071108455,0,0.340902301,0.083657006,0.008664476,0.014639976,0.009262026,0.005676725,0,0,0,0,0,0,0,0
10005343-9-,Queen's University Belfast,10005343,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10005343-9-.pdf,9, Physics,30,60,10,0,0,4713,,TRUE,41,,0,2.21E-04,0,0.464823009,0,0.013938053,0,0,0,0,0,0,0.003761062,0.052876106,0,0,0.266371681,0.154424779,0.03119469,0.01039823,0,2.21E-04,0,0,4.42E-04,0,0,0,0.001327434,0
10005343-14-,Queen's University Belfast,10005343,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10005343-14-.pdf,14, Civil and Construction Engineering,0,90,10,0,0,3285,,TRUE,41,,0.013424914,0,0,0,0.155479238,0,0,0,0.065875741,0,0,0,0.250390259,0.023415548,0,3.12E-04,0.354667499,0.091164533,0.045270059,0,0,0,0,0,0,0,0,0,0,0
10005343-10-,Queen's University Belfast,10005343,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10005343-10-.pdf,10, Mathematical Sciences,0,25,75,0,0,2261,,TRUE,41,,0,0,0,0,0,0.225022502,0,0,0,0.00360036,4.50E-04,0,0,0.164266427,0,0,0.209270927,0.197119712,0.180918092,0,0,0,0,0,0,0.019351935,0,0,0,0
10005343-11-,Queen's University Belfast,10005343,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10005343-11-.pdf,11, Computer Science and Informatics,10,40,50,0,0,3318,,TRUE,41,,0,0,0,0.005939356,0,0.00406377,0,0,0,0,0,0,0.009377931,0.026883401,0,0,0.345107846,0.049390435,0.011878712,0,0.515786183,0,0,0.025945608,0,3.13E-04,0,0.005314161,0,0
10005343-12-,Queen's University Belfast,10005343,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10005343-12-.pdf,12," Aeronautical, Mechanical, Chemical and Manufacturing Engineering",10,80,10,0,0,4342,,TRUE,41,,0,0,0,0,0.009121459,2.40E-04,0,0,0,0.001680269,0,0,0.4006241,0.004080653,0,0.007681229,0.305568891,0.176668267,0.016082573,0.073451752,0,0,0,0,2.40E-04,0.002640422,0,4.80E-04,0.00144023,0
10005343-13-,Queen's University Belfast,10005343,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10005343-13-.pdf,13," Electrical and Electronic Engineering, Metallurgy and Materials",10,90,0,0,0,3903,,TRUE,41,,0,0,0,0.008492569,0,0,0,0,0,0,0,0,0.225053079,0.023354565,0,0,0.342091295,0.091295117,2.65E-04,0,0.305997877,0,0,0,0.002919321,0,0,0,5.31E-04,0
10007160-15-,University of Surrey,10007160,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007160-15-.pdf,15, General Engineering,0,75,25,0,0,4894,,TRUE,42,,0.014665829,0,0,0,2.10E-04,0,0,0,0.027865074,0.032264823,0,0,0.444374607,0.044626021,0,0,0.314477268,0.031845799,0.065158181,0.008589985,0,0,0,0,0,0,0.007542426,0.008380473,0,0
10007160-9-,University of Surrey,10007160,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007160-9-.pdf,9, Physics,45,55,0,0,0,4039,,TRUE,42,,0,0.006480041,0,0.418610679,0,0,0,0,0,0,0,0.001036807,0.068947641,0.076464489,0,0,0.265422499,0.006998445,0.082426128,0.057283567,0,2.59E-04,0,0,0,0,0,0.016070503,0,0
10007160-13-,University of Surrey,10007160,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007160-13-.pdf,13," Electrical and Electronic Engineering, Metallurgy and Materials",25,75,0,0,0,5224,,TRUE,42,,0.003574975,0.018470705,0,0.064945382,0,0,5.96E-04,0,0,0,0,0,0.382720953,0.083416087,5.96E-04,0,0.273684211,0.012115194,0.041112214,0.020655412,0.09612711,0,0,0,0,0,0,7.94E-04,0,0.001191658
10007160-10-,University of Surrey,10007160,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007160-10-.pdf,10, Mathematical Sciences,0,100,0,0,0,3528,,TRUE,42,,0,0,2.95E-04,0,0,0.391983495,0,0,0.012378426,0.005599764,0,0,0.022693781,0.090185676,0.012673151,0,0.354553492,0.083996463,0.023872679,0,0,0,0,0,0,0,0,0.001768347,0,0
10007160-11-,University of Surrey,10007160,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007160-11-.pdf,11, Computer Science and Informatics,0,85,15,0,0,3015,,TRUE,42,,0.006151743,0,0,0,0,0,0,0,0,0.009911141,0,0,0.023239918,0.147641832,0,0,0.238209159,6.84E-04,0.17088175,0,0.401230349,3.42E-04,0,0,3.42E-04,0,6.84E-04,6.84E-04,0,0
10007783-15-,University of Aberdeen,10007783,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007783-15-.pdf,15, General Engineering,0,70,30,0,0,4363,,TRUE,43,,2.36E-04,0,0,0,0,0.028605201,0,0,0.014184397,7.09E-04,0,0,0.465248227,0,0,0,0.308274232,0.044444444,0.091252955,0.020567376,4.73E-04,2.36E-04,0,0,0.025768322,0,0,0,0,0
10007783-10-,University of Aberdeen,10007783,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007783-10-.pdf,10, Mathematical Sciences,0,75,25,0,0,3294,,TRUE,43,,0,0,0,0.003992629,0,0.376535627,0,0,0,0,0,0,0,0.062346437,0.009213759,0,0.283476658,0.044226044,0.157555283,0,0,0.010135135,0,0,0.037469287,0.010749386,0,0,0.001535627,0.002764128
10007783-11-,University of Aberdeen,10007783,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007783-11-.pdf,11, Computer Science and Informatics,10,80,10,0,0,3418,,TRUE,43,,0.013273002,0,0,0,0,0,0,0,0.001508296,0.022624434,0,0,0.001809955,9.05E-04,0,0,0.432880845,0,0.176470588,0,0.301960784,0,0.012971342,0,0.017496229,0.016289593,0,0,0,0.001809955
10007783-7-,University of Aberdeen,10007783,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007783-7-.pdf,7, Earth Systems and Environmental Sciences,0,100,0,0,0,3746,,TRUE,43,,0.004905969,5.45E-04,0,0,2.73E-04,5.45E-04,0,0,0.448351049,2.73E-04,0,0,0.036522213,0.003270646,0,0,0.272008722,0.06977378,0.139547561,0,0,0,0,0,0.023984737,0,0,0,0,0
10007783-8-,University of Aberdeen,10007783,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007783-8-.pdf,8, Chemistry,0,60,40,0,0,2999,,TRUE,43,,0.052086927,0,0,0,0,0,0.002414626,0,0.005519145,0,0,0,0.048637461,0.005519145,0,0,0.341497068,0.082097275,0.070714039,0.321490169,0,0,0,0,0.048292515,0,0,0.020696792,0.00103484,0
10007760-7-,Birkbeck College,10007760,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007760-7-.pdf,7, Earth Systems and Environmental Sciences,50,50,0,0,0,4069,,TRUE,44,,0,0,0,0.036058913,0,0,0,0,0.496698832,0,0,0,0,0.216353479,0,0,0.240985272,0.00507872,0.004316912,0,0,0,0,0,0,0,0,0,5.08E-04,0
10007760-11-,Birkbeck College,10007760,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007760-11-.pdf,11, Computer Science and Informatics,0,35,50,15,0,3507,,TRUE,44,,0,0.016095991,0,0,0,0.008194323,0,0,0,0,0.001755926,0,0,0.293532338,0,0,0.10769681,0.046239391,0.240269242,0,0.252268071,0,0,0.033655253,0,2.93E-04,0,0,0,0
10007804-11-,University of Stirling,10007804,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007804-11-.pdf,11, Computer Science and Informatics,0,0,90,10,0,2825,,TRUE,45,,0.039521392,0.001812908,0,0,0,0.025018129,0,0,3.63E-04,0,0,0,0,0.010152284,0,0,0.459028281,0.065989848,0.077592458,0,0.272298767,0.010514866,0,0,0.03662074,0.001087745,0,0,0,0
10007804-7-,University of Stirling,10007804,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007804-7-.pdf,7, Earth Systems and Environmental Sciences,0,65,35,0,0,2742,,TRUE,45,,0.223625557,7.43E-04,0,0,0,0,0,3.71E-04,0.074665676,0.001114413,0,0,0.002228826,0.031946508,0.008915305,0,0.405274889,0,0.228454681,0.001485884,0,0,0,0,0.020802377,3.71E-04,0,0,0,0
10004113-14-,Loughborough University,10004113,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10004113-14-.pdf,14, Civil and Construction Engineering,0,100,0,0,0,4041,,TRUE,46,,0.013350449,0,0,0,0.344544288,0,0,0,0.031322208,0.007702182,0,0,0.093966624,7.70E-04,0,0,0.399743261,0.014377407,0.087548139,0,0,0,0,0,0,0,0.006675225,0,0,0
10004113-12-,Loughborough University,10004113,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10004113-12-.pdf,12," Aeronautical, Mechanical, Chemical and Manufacturing Engineering",45,55,0,0,0,6211,,TRUE,46,,0,3.34E-04,0,0,0,0,0,0,0,0,0,0,0.492246123,0.07837252,0.006670002,0,0.254627314,0.025179256,0.100550275,0.030181758,0,0,0,0,0,0,0.011672503,0,1.67E-04,0
10004113-13-,Loughborough University,10004113,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10004113-13-.pdf,13," Electrical and Electronic Engineering, Metallurgy and Materials",0,85,15,0,0,3601,,TRUE,46,,0,0,0,0,0,0,0,0,0.003755055,8.67E-04,0,0,0.428653957,0.010109763,0,0,0.320623917,0.045638359,0.11554015,0,0.064124783,0,0,0,0,0.001444252,0.009243212,0,0,0
10004113-10-,Loughborough University,10004113,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10004113-10-.pdf,10, Mathematical Sciences,0,100,0,0,0,2570,,TRUE,46,,0,0,0,0.007527734,0,0.429080824,0,0,0,0,0,0,0.030110935,0.101822504,0,0,0.152931854,0.066164818,0.211965135,0,0,0,0,0,3.96E-04,0,0,0,0,0
10004113-11-,Loughborough University,10004113,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10004113-11-.pdf,11, Computer Science and Informatics,0,30,70,0,0,2630,,TRUE,46,,0,0.003915427,0,0,0,0,0,0,0,0,0,0,0.077133908,0.025841817,0,0,0.270555991,0.055990603,0.20908379,0,0.355520752,0,0,0,0,0.001957713,0,0,0,0
10004113-9-,Loughborough University,10004113,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10004113-9-.pdf,9, Physics,0,35,65,0,0,2821,,TRUE,46,,0,0,0,0.263909224,0,0.0215959,0,0,0,0,0,0,0.049780381,0.047584187,3.66E-04,0,0.176793558,0.07942899,0.360175695,3.66E-04,0,0,0,0,0,0,0,0,0,0
10004113-8-,Loughborough University,10004113,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10004113-8-.pdf,8, Chemistry,0,25,75,0,0,3344,,TRUE,46,,0.023415548,0,0,0,0,0,0,0,0.014049329,0.009366219,0,0,0.091164533,0,0,0,0.325944427,0.009054012,0.10771152,0.330315329,0.017483609,6.24E-04,0,0,9.37E-04,0,0.011863878,0.045894474,0.012176085,0
10007150-15-,University of Kent,10007150,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007150-15-.pdf,15, General Engineering,0,60,40,0,0,3376,,TRUE,47,,0,0.002130898,0,0.015525114,0,0,0,0.003348554,0,0.00152207,0,0,0.331506849,0.00456621,0,0,0.282800609,0.017656012,0.186910198,6.09E-04,0.146423135,0,0,0,0,0,0,0.00608828,9.13E-04,0
10007150-10-,University of Kent,10007150,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007150-10-.pdf,10, Mathematical Sciences,10,65,25,0,0,3766,,TRUE,47,,0.010723861,0,0,0,0,0.334048257,0,0,0,5.36E-04,0,0,0,0.087131367,0,0,0.331635389,0.004825737,0.228418231,0,0,0,0.002144772,0,0,0,0,0,5.36E-04,0
10007150-11-,University of Kent,10007150,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007150-11-.pdf,11, Computer Science and Informatics,0,100,0,0,0,3598,,TRUE,47,,0,2.85E-04,0,0,0,0.013394129,0,0.009974352,0,0,0,0,5.70E-04,0.076944999,0.011399259,0,0.286121402,0.021373611,0.200341978,5.70E-04,0.368196067,0.010829296,0,0,0,0,0,0,0,0
10007150-9-,University of Kent,10007150,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007150-9-.pdf,9, Physics,0,60,40,0,0,2946,,TRUE,47,,0,0,0,0.483551468,0,0,0,0,0.007782101,0,0,0,0.006367174,0.073929961,0.003537319,0,0.108949416,0.050937389,0.243721259,0.018040325,0,3.54E-04,0,0,0,3.54E-04,0,0,0.002476123,0
10007150-8-,University of Kent,10007150,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007150-8-.pdf,8, Chemistry,0,35,50,15,0,3048,,TRUE,47,,0,0,0,0.118586476,0,0,0,0,0,0,0,0,0.005436629,0.048589874,0,0,0.222562012,0.075093442,0.178049609,0.351681957,0,0,0,0,0,0,0,0,0,0
10001478-10-,City University London,10001478,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10001478-10-.pdf,10, Mathematical Sciences,0,45,55,0,0,3094,,TRUE,48,,0,0,0,0.010451787,0,0.284221173,3.37E-04,0,0,0,0,0,0,0.245111261,0,0,0.208024275,0.103506406,0.123735671,0,0.024612272,0,0,0,0,0,0,0,0,0
10001478-11-,City University London,10001478,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10001478-11-.pdf,11, Computer Science and Informatics,0,40,60,0,0,3705,,TRUE,48,,0,0,0,0,0.003571429,0,0.004395604,0,0.004120879,2.75E-04,0,0,0.012087912,0.056043956,0,0,0.314835165,2.75E-04,0.255494505,0,0.313186813,0,0,0,0,0.035714286,0,0,0,0
10001478-15-,City University London,10001478,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10001478-15-.pdf,15, General Engineering,0,60,40,0,0,4550,,TRUE,48,,0.001588382,0,0,0,0.019060585,0.014295439,0.007941911,0,0,0,0,0,0.335829362,0.038574994,0.002042206,0,0.296346721,0,0.183571591,4.54E-04,0.066031314,0,0,0.001815294,0,0.018833674,0,0.012253233,0.00136147,0
10007785-14-,University of Bradford,10007785,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007785-14-.pdf,14, Civil and Construction Engineering,0,15,85,0,0,2143,,TRUE,49,,0,0,0,0,0.192582026,0,0,0,0.022824536,0.001426534,0,0,0.250118878,0.001902045,0,0,0.304802663,0.01616738,0.209700428,0,0,0,0,0,0,0,4.76E-04,0,0,0
10007785-12-,University of Bradford,10007785,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007785-12-.pdf,12," Aeronautical, Mechanical, Chemical and Manufacturing Engineering",0,25,75,0,0,3192,,TRUE,49,,9.64E-04,0,0,0,0,0,0,0,0,0.00192864,0,0,0.537447766,0.003535841,0,0,0.326583092,0.006428801,0.068788171,0.029572485,0,0,0,0,6.43E-04,0.005785921,0,0.018322083,0,0
10007796-7-,University of Leicester,10007796,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007796-7-.pdf,7, Earth Systems and Environmental Sciences,10,75,15,0,0,3405,,TRUE,50,,0.002392344,0,0,0.005083732,0,0.014055024,0,0,0.337021531,0,0.009868421,0,0.005980861,0.119617225,0,0,0.30173445,0.049342105,0.136961722,0.017942584,0,0,0,0,0,0,0,0,0,0
10007796-9-,University of Leicester,10007796,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007796-9-.pdf,9, Physics,40,60,0,0,0,4407,,TRUE,50,,0,0,0,0.390614056,0,0,0,0,0.035489143,0,0,0,0.014242353,0.208498716,0,0,0.242120009,0.04272706,0.057903339,0.005136587,0,2.33E-04,0,0,0,0,0.001400887,0.001400887,0,2.33E-04
10007796-8-,University of Leicester,10007796,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007796-8-.pdf,8, Chemistry,0,75,25,0,0,2768,,TRUE,50,,0.001497006,0,0,0.024326347,3.74E-04,0,0.003368263,0,0.050523952,7.49E-04,0,0,0.029191617,0.184505988,0.011601796,0,0.322979042,0.006736527,0.146332335,0.211826347,0,0.005988024,0,0,0,0,0,0,0,0
10007796-11-,University of Leicester,10007796,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007796-11-.pdf,11, Computer Science and Informatics,0,45,40,15,0,2982,,TRUE,50,,0,0.001711743,0,0,0,0.006504622,0.01369394,0,0,0,0,0,0,0.277644642,0,0.130434783,0.161246149,0.041766518,0.183498802,6.85E-04,0.182814105,0,0,0,0,0,0,0,0,0
10007796-10-,University of Leicester,10007796,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007796-10-.pdf,10, Mathematical Sciences,0,70,30,0,0,3296,,TRUE,50,,0,0,0,0,0,0.360840916,0,0,0.012550988,0,0,0,0.023219329,0.102918105,0.007530593,0,0.211484154,0.030122372,0.233762159,0.004706621,0.011923439,9.41E-04,0,0,0,0,0,0,0,0
10007796-15-,University of Leicester,10007796,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007796-15-.pdf,15, General Engineering,0,75,25,0,0,4307,,TRUE,50,,0,0,0,0.020417968,2.40E-04,0.012010569,0,0,0.019937545,0,0,0,0.559932741,0.041316358,0.017775643,0,0.162382897,0.049963968,0.029786212,0.006245496,0.024981984,0.036992553,0,0,0,0,0,0.016574586,0,0.001441268
10007807-7-,University of Ulster,10007807,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007807-7-.pdf,7, Earth Systems and Environmental Sciences,0,35,65,0,0,2771,,TRUE,51,,0.038589981,0,0,0,0,0,0,0,0.265306122,0.013729128,0.00742115,0,0.00296846,0.110946197,0,0,0.231910946,0.086456401,0.237105751,0,0.005565863,0,0,0,0,0,0,0,0,0
10007807-13-,University of Ulster,10007807,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007807-13-.pdf,13," Electrical and Electronic Engineering, Metallurgy and Materials",0,75,25,0,0,3695,,TRUE,51,,0,5.90E-04,0,0.016524048,2.95E-04,0.002950723,0,0,5.90E-04,0.022720567,0,0,0.398052523,0.010622603,0,0,0.287695485,0.095603423,0.026556506,0.118619062,0,0,0,0,0.002655651,8.85E-04,0,0.015638832,0,0
10007807-11-,University of Ulster,10007807,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007807-11-.pdf,11, Computer Science and Informatics,15,75,10,0,0,4729,,TRUE,51,,0.001567398,0,0,0,0.011867443,0,0,2.24E-04,0.001791312,0,0,0,0.05239588,8.96E-04,0,0,0.330721003,0.087998209,0.105463502,0,0.347066726,0.034706673,0,0,0,0.025302284,0,0,0,0
10002718-11-,Goldsmiths' College,10002718,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10002718-11-.pdf,11, Computer Science and Informatics,10,80,10,0,0,3320,,TRUE,52,,0,0.106278714,0,0.002143951,0,0,0,0,0,0.050842266,0,0,0,0.199693721,0.004287902,0,0.267687596,6.13E-04,0.077182236,0,0.194180704,0,0,0,0,6.13E-04,0,0,0,0.096477795
10007767-9-,Keele University,10007767,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007767-9-.pdf,9, Physics,0,40,60,0,0,2202,,TRUE,53,,0,0,0.001401869,0.628971963,0.001401869,0,9.35E-04,0,0,0,0.002803738,0,0,0.110280374,0,0,0.111682243,0.115420561,0.021962617,0,4.67E-04,0,4.67E-04,0,0,0,0,0,0.004205607,0
10007767-7-,Keele University,10007767,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007767-7-.pdf,7, Earth Systems and Environmental Sciences,0,35,65,0,0,2770,,TRUE,53,,0.011111111,0,0,0,0,0,0,0,0.217777778,0.027777778,0,0,0.050740741,0.002592593,3.70E-04,0,0.416296296,3.70E-04,0.203333333,0.069259259,0,0,0,0,0,0,0,3.70E-04,0,0
10007767-15-,Keele University,10007767,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007767-15-.pdf,15, General Engineering,50,50,0,0,0,4155,,TRUE,53,,0,2.51E-04,0.001004773,0.016578749,0,0,0,0,0,0,0,0,0.095704597,0.016829942,0.011052499,0,0.289374529,0.052248179,0.07133886,0.2830947,0,0,5.02E-04,0,0.004521477,0.016829942,0.017081135,0.123587038,0,0
10007767-10-,Keele University,10007767,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007767-10-.pdf,10, Mathematical Sciences,0,65,35,0,0,2374,,TRUE,53,,0,0.002183406,0,0,0,0.237117904,0,0,0.026200873,0.001310044,0,0,0.117467249,0.037554585,0,0,0.447161572,4.37E-04,0.100436681,0.0069869,0,0,4.37E-04,0,0,0.001310044,0,0.02139738,0,0
10007767-11-,Keele University,10007767,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007767-11-.pdf,11, Computer Science and Informatics,0,0,60,40,0,2645,,TRUE,53,,0,3.92E-04,0,0,0,0,0,0,0.003523884,0.008222396,0,0,0.003915427,0.009788567,0.062255286,0,0.155833986,0.005481597,0.405638215,0.040328896,0.265465936,0,0,0,0.002740799,0.022317933,0,0.014095536,0,0
10007856-11-,Aberystwyth University,10007856,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007856-11-.pdf,11, Computer Science and Informatics,0,35,65,0,0,3033,,TRUE,54,,0.018796992,0.00102529,0,0.008885851,0,0,0,0,6.84E-04,0,0,0.006493506,0.010936432,0.175666439,0,0,0.294600137,0.096377307,0.082706767,0,0.294600137,0,0,3.42E-04,0,0,0,0.008885851,0,0
10007856-10-,Aberystwyth University,10007856,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007856-10-.pdf,10, Mathematical Sciences,0,50,50,0,0,2606,,TRUE,54,,0,3.95E-04,0,0,0,0.340962904,0,0,0,0,0,0.035911602,0.046961326,0.127071823,0,0,0.204814522,0.058800316,0.18468824,0,0,0,0,0,0,3.95E-04,0,0,0,0
10007856-7-,Aberystwyth University,10007856,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007856-7-.pdf,7, Earth Systems and Environmental Sciences,15,85,0,0,0,3932,,TRUE,54,,0.411298838,0,0,0,0,0,0,0,0.053326294,0,0,0.059398099,0,0.002375924,0,0,0.44561774,0.023231257,0.004751848,0,0,0,0,0,0,0,0,0,0,0
10007856-9-,Aberystwyth University,10007856,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007856-9-.pdf,9, Physics,0,25,75,0,0,2537,,TRUE,54,,0,0,0,0.256181597,0,0.085528983,0,0,0.023104986,0,0.002837454,0.046209972,0.053100932,0.059181192,0,0,0.324280503,0.036886907,0.112687475,0,0,0,0,0,0,0,0,0,0,0
10000886-11-,University of Brighton,10000886,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10000886-11-.pdf,11, Computer Science and Informatics,0,10,90,0,0,2729,,TRUE,55,,7.68E-04,0,0,0,0,0,0,0.015355086,0,0,0,0,0,0.001535509,0,0,0.540882917,0.017658349,0.171209213,0,0.252591171,0,0,0,0,0,0,0,0,0
10000886-12-,University of Brighton,10000886,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10000886-12-.pdf,12," Aeronautical, Mechanical, Chemical and Manufacturing Engineering",0,75,25,0,0,2595,,TRUE,55,,0,3.99E-04,0,0.007984032,0.008383234,0.003592814,0,0,0,0.006786427,0,0,0.360878244,0.013173653,0,0,0.403992016,0,0.188822355,0,0,0,0,0,0,3.99E-04,0,0,0.005588822,0
10000886-7-,University of Brighton,10000886,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10000886-7-.pdf,7, Earth Systems and Environmental Sciences,0,80,20,0,0,2873,,TRUE,55,,0.027282648,0,0,0,7.28E-04,0,0.002182612,0,0.178610404,0,0.006184067,0,0.018552201,3.64E-04,0,0,0.56566024,0.011640597,0.164787195,0.010913059,0,0,0,0.002182612,0,0,0,0,0.010913059,0
10003957-15-,Liverpool John Moores University,10003957,B,http://strategicfutures.org/demos/REF2014/resources/pdfs/10003957-15-.pdf,15, General Engineering,0,0,90,10,0,2778,,TRUE,58,,0,0,0,0.021787297,0,0,0,0,0,0.001107829,0,0,0.394387001,0.150295421,0,0,0.122599705,0.007016248,0.268463811,0.017725258,0.009231905,0,0,0,0,0,0,0.007016248,3.69E-04,0
