DocumentID,Institution name,Institution code (UKPRN),Main panel,URL,UoAValue,UoAString,4*,3*,2*,1*,unclassified,WordCount,TextUsed,IncludedInTopicModel,ResearchRank,ReasonForRemoval,food-environmental-science,art-media-research,study-english-literature,physics-group-facility,design-environment-project,mathematics-group-mathematical,law-school-international,study-language-linguistics,environmental-nerc-geography,social-research-work,archaeology-project-anthropology,wale-welsh-cardiff,engineering-technology-system,research-department-student,biology-cell-science,philosophy-project-ethic,research-staff-support,university-research-international,research-staff-university,chemistry-material-epsrc,system-computer-science,psychology-neuroscience-cognitive,economics-economic-lse,management-business-school,scottish-scotland-edinburgh,health-research-care,sport-exercise-science,clinical-cancer-research,history-study-project,music-performance-theatre
10007822-6-,Cranfield University,10007822,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007822-6-.pdf,6," Agriculture, Veterinary and Food Science",50,50,0,0,0,3286,,TRUE,N/A,,0.439519852,0,0,0,0,0,0,0,0.031702062,0.00307787,0,0,0.044013543,0.024930748,0,0,0.275469375,0.024007387,0.156355802,9.23E-04,0,0,0,0,0,0,0,0,0,0
10003270-5-,Imperial College London,10003270,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10003270-5-.pdf,5, Biological Sciences,100,0,0,0,0,6024,,TRUE,1,,0.051321398,0,0,0,0.001193521,0,0,0,0.001193521,0,0,0,0.008525149,0.202046036,0.324467178,0,0.301960784,0.031713555,0.007502131,0.043137255,0.009207161,0,0,1.71E-04,0,0.001364024,0,0.016197783,0,0
10003270-4-,Imperial College London,10003270,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10003270-4-.pdf,4," Psychology, Psychiatry and Neuroscience",75,25,0,0,0,4155,,TRUE,1,,0,0.005933251,0,0,0,0,0,0,0,2.47E-04,0,0,0,0.091223733,0,0,0.280346106,0.007663782,0.001236094,4.94E-04,2.47E-04,0.135475896,0,0,0,0.009147095,0,0.462546354,0,0.005438813
10003270-2-,Imperial College London,10003270,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10003270-2-.pdf,2," Public Health, Health Services and Primary Care",100,0,0,0,0,4986,,TRUE,1,,0.012018741,0,0,0,0,0.007944592,0,0,0,0.007537177,0,0,0,0.047667549,0.004685272,0,0.2752088,0.014666938,0.057038093,0,0.005500102,0,0,0,0,0.157262172,0,0.410470564,0,0
10003270-1-,Imperial College London,10003270,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10003270-1-.pdf,1, Clinical Medicine,75,25,0,0,0,11032,,TRUE,1,,3.73E-04,9.33E-05,0,0,0,0,0,0,0.003079507,0,0,0,3.73E-04,0.03387458,0.009798432,0,0.218831654,0.018010452,0.001866368,0.005319149,0.013251213,0,0,0.008118701,0,0.023329601,0.001866368,0.661627473,1.87E-04,0
10003324-1-,Institute of Cancer Research,10003324,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10003324-1-.pdf,1, Clinical Medicine,62.5,37.5,0,0,0,4466,,TRUE,N/A,,0.003483511,0.001625639,0,0,2.32E-04,0,0,0,0,0,0,0.00116117,4.64E-04,0.074314909,0.019739898,0,0.221551324,0,0.09591268,0,0.007895959,0,0,0,0,0,4.64E-04,0.573153739,0,0
10003324-5-,Institute of Cancer Research,10003324,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10003324-5-.pdf,5, Biological Sciences,75,25,0,0,0,3409,,TRUE,N/A,,6.05E-04,0,0,0,0,0,0,0,0,0,0,0,0,0.051739788,0.183055976,0,0.255673222,9.08E-04,0.076248109,0.033282905,0,0,0,0,0,0,0,0.397579425,9.08E-04,0
10003958-1-,Liverpool School of Tropical Medicine,10003958,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10003958-1-.pdf,1, Clinical Medicine,50,50,0,0,0,6640,,TRUE,N/A,,0,0,0,0,0,0,0,0,0,0,0,0,0.002011761,0.03095017,0.074744661,0,0.294026617,0,0.064840607,0,0,4.64E-04,0,0,0,0.030795419,0,0.501392758,7.74E-04,0
10003958-2-,Liverpool School of Tropical Medicine,10003958,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10003958-2-.pdf,2," Public Health, Health Services and Primary Care",12.5,62.5,25,0,0,3852,,TRUE,N/A,,0,2.67E-04,0,0,0,0,0,0,0,0,0,0,0.002135041,0.054710435,0,0,0.339738457,0.001067521,0.144115292,0,2.67E-04,0,0,2.67E-04,0,0.457432613,0,0,0,0
10007771-1-,London School of Hygiene & Tropical Medicine,10007771,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007771-1-.pdf,1, Clinical Medicine,50,50,0,0,0,4196,,TRUE,N/A,,0.002180233,0,0,0,0,0,0,0,0,4.84E-04,0,0,0,0.086482558,0.210271318,0,0.281492248,2.42E-04,0.111676357,0,0,0,0,0,0,0.10247093,0,0.204699612,0,0
10007771-2-,London School of Hygiene & Tropical Medicine,10007771,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007771-2-.pdf,2," Public Health, Health Services and Primary Care",100,0,0,0,0,7132,,TRUE,N/A,,0.027948096,0,0,0,0.005703693,0,0.001568516,0,0,0.052616569,0,0,1.43E-04,0.154142307,0.021816626,0,0.254955083,1.43E-04,0.025809211,0,0,0,0,0,0,0.37045487,0,0.080279481,0.004420362,0
10007773-3-,Open University,10007773,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007773-3-.pdf,3," Allied Health Professions, Dentistry, Nursing and Pharmacy",0,50,50,0,0,2590,,TRUE,N/A,,0,0.005931198,0,0.004349545,0,3.95E-04,0,0,0,0.007117438,0,0,0,0.014630289,0,3.95E-04,0.217872677,3.95E-04,0.294187426,0.025701858,0,0.129300119,0,0,0,0.120205615,0,0.179517596,0,0
10007779-6-,Royal Veterinary College,10007779,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007779-6-.pdf,6," Agriculture, Veterinary and Food Science",75,25,0,0,0,6369,,TRUE,N/A,,0.065325028,0,0,0,0,0,0,3.19E-04,0,0,0,0,1.60E-04,0.029068839,0.364318799,0.002076346,0.29196614,9.58E-04,0.050151733,0,0,0,0,0.006229037,0.001118032,0.030666028,0.007027631,0.150614918,0,0
10005700-6-,SRUC,10005700,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10005700-6-.pdf,6," Agriculture, Veterinary and Food Science",100,0,0,0,0,6524,,TRUE,N/A,,0.112895607,0,0,0,0,0,0,0,1.57E-04,0,0,0,0,0.003621477,0.417886947,0,0.29900803,0,0.098094788,0,0,0,0,0,0.035899858,0.005510943,0,0.026924894,0,0
10007114-3-,University of the Highlands and Islands,10007114,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007114-3-.pdf,3," Allied Health Professions, Dentistry, Nursing and Pharmacy",25,62.5,12.5,0,0,3528,,TRUE,N/A,,0.053592462,0,0,0,0,0,0,0,0,0,0,0,0,0.004122497,0,0,0.263545347,0,0.179623086,0.021790342,0,0,0,0,0.251177856,0.099823322,0,0.126325088,0,0
10007657-6-,Writtle College,10007657,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007657-6-.pdf,6," Agriculture, Veterinary and Food Science",0,0,0,50,50,1545,,TRUE,N/A,,0.142949968,6.50E-04,0,0,0,0,0,0,0,0.001299545,0,0,0,0.084470435,0,6.50E-04,0.08317089,0,0.683560754,0,0,6.50E-04,0,0,0,0,0,0.00259909,0,0
10007774-2-,University of Oxford,10007774,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007774-2-.pdf,2," Public Health, Health Services and Primary Care",75,25,0,0,0,4362,,TRUE,3,,0,4.76E-04,0,0,0,0,0,0,0,4.76E-04,7.14E-04,4.76E-04,4.76E-04,0.165952381,0,0,0.199047619,0.012619048,0.002380952,4.76E-04,0.02547619,0,0,0,0,0.410952381,0,0.18047619,0,0
10007774-4-,University of Oxford,10007774,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007774-4-.pdf,4," Psychology, Psychiatry and Neuroscience",100,0,0,0,0,5240,,TRUE,3,,0,1.96E-04,0,0,0,0,0,0,0,0.001767478,0,0,0,0.196582875,0,0,0.309897879,9.82E-04,0.008248233,0,0,0.331893166,0,0,0,0.029850746,0,0.120581304,0,0
10007774-5-,University of Oxford,10007774,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007774-5-.pdf,5, Biological Sciences,75,25,0,0,0,6900,,TRUE,3,,0.04817826,0,4.52E-04,0,0,0,0,0,0,0,0,0,3.01E-04,0.181120145,0.318879855,0,0.31300813,0,0.018367961,0.016561277,0,0.010388437,0,0,0.001656128,0,0,0.091087022,0,0
10007774-1-,University of Oxford,10007774,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007774-1-.pdf,1, Clinical Medicine,100,0,0,0,0,7506,,TRUE,3,,1.37E-04,0,0,1.37E-04,0.012013652,0,0,0,0,0.006962457,0,0,0,0.151808874,0.076040956,0,0.248464164,0.004095563,0.002593857,0,0.00887372,0,0,0,0,0.006962457,0,0.481911263,0,0
10007788-1-,University of Cambridge,10007788,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007788-1-.pdf,1, Clinical Medicine,100,0,0,0,0,7782,,TRUE,4,,0,0,0,0,0,0,0,0,0,0,0,0.001455797,0,0.141079936,0.086289042,0,0.209767073,2.65E-04,0.018395977,0.003308629,0,0.002117522,0,0,0.001323452,0.007146638,0,0.528851244,0,0
10007788-2-,University of Cambridge,10007788,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007788-2-.pdf,2," Public Health, Health Services and Primary Care",100,0,0,0,0,4812,,TRUE,4,,0.00465707,0,0,0,0,0,0,0,0,0,0,0,4.23E-04,0.132938188,0,0,0.213590178,2.12E-04,0.001481795,0,0,0,0,6.35E-04,0,0.392252329,0.001058425,0.252751905,0,0
10007788-4-,University of Cambridge,10007788,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007788-4-.pdf,4," Psychology, Psychiatry and Neuroscience",100,0,0,0,0,5002,,TRUE,4,,0,0,0,0,0,0,0,0,0,0.001233806,0,0,0,0.203166769,0.039070533,0,0.146822949,0.015422579,0.004318322,0,0,0.385564466,6.17E-04,0,0,0.037014189,0,0.166769484,0,0
10007788-5-,University of Cambridge,10007788,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007788-5-.pdf,5, Biological Sciences,100,0,0,0,0,7210,,TRUE,4,,0.068104907,0.003384095,0,0.009588268,0,0,0.002397067,0,1.41E-04,0,0,0,0,0.154681331,0.367597293,0,0.300761421,0.002820079,0.005076142,0.007473209,0,0.008460237,0,0,1.41E-04,0,0,0.069373942,0,0
10007788-6-,University of Cambridge,10007788,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007788-6-.pdf,6," Agriculture, Veterinary and Food Science",75,25,0,0,0,4055,,TRUE,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246753247,0.286463536,0,0.246503497,0.015734266,0.089160839,0,0,7.49E-04,2.50E-04,0,0,0.026473526,0,0.087662338,2.50E-04,0
10007814-4-,Cardiff University,10007814,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007814-4-.pdf,4," Psychology, Psychiatry and Neuroscience",100,0,0,0,0,4691,,TRUE,5,,0,0.004236343,0,0,0,0,0,0,0.006020067,0,0,0.0787068,0,0.023634337,0.034559643,0,0.458416945,0.00735786,0.083166109,0,0,0.157413601,0,8.92E-04,0,0,0,0.145596433,0,0
10007814-3-,Cardiff University,10007814,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007814-3-.pdf,3," Allied Health Professions, Dentistry, Nursing and Pharmacy",100,0,0,0,0,5085,,TRUE,5,,0,0,0,0,0,0,0,0,0,0.009133347,0,0.071240106,0,0,0.016034098,0,0.402273189,2.03E-04,0.078546783,0.032880049,0,0.011974833,0,0,0,0.157499493,6.09E-04,0.219606251,0,0
10007814-2-,Cardiff University,10007814,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007814-2-.pdf,2," Public Health, Health Services and Primary Care",50,50,0,0,0,3110,,TRUE,5,,0,0.002965404,0,0,0,0,0,0,0,0,0,0.137067545,0,0.03261944,0,0,0.296540362,0.006919275,0.105436573,0,0.002965404,0.010214168,0,0,9.88E-04,0.385172982,0,0.019110379,0,0
10007814-1-,Cardiff University,10007814,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007814-1-.pdf,1, Clinical Medicine,0,87.5,12.5,0,0,5030,,TRUE,5,,0,6.26E-04,0,0,0,0,2.09E-04,0,0,0,0,0.057351408,0,0,0.003336809,0,0.344525547,0.029822732,0.146193952,0,0,0.001459854,0,0,0,0,0,0.416475495,0,0
10007814-5-,Cardiff University,10007814,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007814-5-.pdf,5, Biological Sciences,62.5,37.5,0,0,0,3952,,TRUE,5,,0.067698767,0,0,0,0,0,0,0,0,0,0,0.13592233,0,0.048543689,0.136971923,0,0.342692207,0.065337182,0.061138809,0,0,0.035686172,0,0,0,0,0,0.106008922,0,0
10003645-3-A,King's College London,10003645,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10003645-3-A.pdf,3," Allied Health Professions, Dentistry, Nursing and Pharmacy",62.5,37.5,0,0,0,4695,,TRUE,6,,0,0,0,0,6.58E-04,0,0,0.010085508,0,0.006796755,0,0,0.003727253,0.055031791,0.010524008,0,0.332602499,0.003069502,0.067967551,0.024556018,0,0,0,0,4.39E-04,0.041219031,0,0.443323832,0,0
10003645-3-B,King's College London,10003645,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10003645-3-B.pdf,3," Allied Health Professions, Dentistry, Nursing and Pharmacy",62.5,37.5,0,0,0,5611,,TRUE,6,,0.043964096,0.002015021,0,0,0,0,0,0,0,0,0,0,0,0.045795933,0.026378458,0,0.12364902,0.006960982,0.027843927,0.057519692,3.66E-04,0.012090126,0,0,0,0.137204616,0,0.51621176,0,0
10003645-3-C,King's College London,10003645,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10003645-3-C.pdf,3," Allied Health Professions, Dentistry, Nursing and Pharmacy",62.5,37.5,0,0,0,3672,,TRUE,6,,0,0.022327658,5.58E-04,0,0,0,0.001116383,0,0,0.029584147,0,0,8.37E-04,0.058889199,0,0,0.27909573,5.58E-04,0.076751326,0,0,0,2.79E-04,0,0,0.491766676,0,0.038236115,0,0
10003645-4-,King's College London,10003645,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10003645-4-.pdf,4," Psychology, Psychiatry and Neuroscience",100,0,0,0,0,8553,,TRUE,6,,0.001322751,8.42E-04,0.001683502,0,0,0,0,0,0,0,0,0,0,0.104978355,0,0,0.223665224,0,7.22E-04,0,0.005050505,0.251683502,0,0,0,0.168590669,0,0.238696489,0.002765753,0
10003645-5-,King's College London,10003645,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10003645-5-.pdf,5, Biological Sciences,50,50,0,0,0,5400,,TRUE,6,,0,0.01041864,0,0.011365789,0,0,0,0,0,3.79E-04,0,0,0,0.060238682,0.468649365,0,0.151922713,0.016669824,0.026709604,0,0,0.054745217,0,0,0,0.004167456,0,0.194733851,0,0
10003645-1-,King's College London,10003645,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10003645-1-.pdf,1, Clinical Medicine,87.5,12.5,0,0,0,7038,,TRUE,6,,0,0.003797283,5.84E-04,0,0,0,0,0,0,0,0,0,0,0.042062217,0.037096539,0,0.276617497,4.38E-04,0.031838762,4.38E-04,0.003213086,0,0,0,0,0.017671973,0,0.58624215,0,0
10003645-2-,King's College London,10003645,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10003645-2-.pdf,2," Public Health, Health Services and Primary Care",25,75,0,0,0,3455,,TRUE,6,,0,0,0,0,0,0,0,0,0.013165594,0.019309538,0,0,0,0.074605032,0,0,0.234932709,0.002633119,0.111176126,0,0,0,0,0,0,0.4812756,0,0.062902282,0,0
10007163-4-,University of Warwick,10007163,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007163-4-.pdf,4," Psychology, Psychiatry and Neuroscience",12.5,87.5,0,0,0,3137,,TRUE,7,,0,0,0,0,0,0,0,0,0,0,0,0,3.23E-04,0.17516129,0,0,0.371290323,0.013225806,0.128709677,0,0,0.291935484,0.009354839,0,0,0.01,0,0,0,0
10007163-6-,University of Warwick,10007163,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007163-6-.pdf,6," Agriculture, Veterinary and Food Science",12.5,75,12.5,0,0,3115,,TRUE,7,,0.144637586,0,0,0,0,0,0,0,0,0,0,0,0,0.040997048,0.346015087,0,0.391603805,3.28E-04,0.057723844,0.018694654,0,0,0,0,0,0,0,0,0,0
10007163-5-,University of Warwick,10007163,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007163-5-.pdf,5, Biological Sciences,0,100,0,0,0,4659,,TRUE,7,,0.078448656,0,0,0,0,0.003305421,0,0,0,0,0.00154253,0,0.003746144,0.023578669,0.480608197,0,0.32437197,0.037241075,0.033054209,0.007492287,0,0,0,0,0,0.002203614,0,0.004407228,0,0
10007163-2-,University of Warwick,10007163,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007163-2-.pdf,2," Public Health, Health Services and Primary Care",12.5,62.5,25,0,0,3852,,TRUE,7,,0,0,0,0,0,0,8.01E-04,0,0,0,0,0,0.004803843,0.043501468,0,0,0.368828396,0,0.131038164,0,0,0,0,5.34E-04,0,0.449959968,0,5.34E-04,0,0
10007163-1-,University of Warwick,10007163,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007163-1-.pdf,1, Clinical Medicine,0,75,25,0,0,3759,,TRUE,7,,0,0,0,0,0,0,0,0,0,0,0,0,0.001097394,0.006858711,0.195336077,0,0.300137174,0.002743484,0.143484225,0.004115226,0,0,0,0.002743484,0,0.114677641,0,0.228806584,0,0
10007784-1-,University College London,10007784,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007784-1-.pdf,1, Clinical Medicine,100,0,0,0,0,10494,,TRUE,8,,0,0,0,0.00238237,3.97E-04,0,0,0,0,0,0,0,0.00347429,0.095890411,0.023525908,0,0.164085765,2.98E-04,0.045562835,0.003970617,0.002977963,0.013202303,0,0,9.93E-05,0.020547945,0,0.623585468,0,0
10007784-2-,University College London,10007784,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007784-2-.pdf,2," Public Health, Health Services and Primary Care",100,0,0,0,0,6942,,TRUE,8,,0,0,0.004534816,0,0,0,0.0046811,0,0,0.037302516,0,0,0.001462844,0.155061439,0,0,0.159742539,0.015067291,0.036717379,0,1.46E-04,0.006582797,0,0,4.39E-04,0.4625512,0,0.115710942,0,0
10007784-4-,University College London,10007784,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007784-4-.pdf,4," Psychology, Psychiatry and Neuroscience",100,0,0,0,0,9929,,TRUE,8,,0,0,6.27E-04,3.14E-04,0,0,0,0.009092809,0,0,0,0,0.004180602,0.143394649,0.027487458,0,0.252090301,0,0.040551839,0,0,0.271216555,0,2.09E-04,0,0.043164716,0,0.207671405,0,0
10007784-5-,University College London,10007784,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007784-5-.pdf,5, Biological Sciences,87.5,12.5,0,0,0,6626,,TRUE,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204787645,0.558455598,0,0.223320463,0,0.001544402,0.001235521,0,0.010656371,0,0,0,0,0,0,0,0
10007784-3-A,University College London,10007784,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007784-3-A.pdf,3," Allied Health Professions, Dentistry, Nursing and Pharmacy",100,0,0,0,0,3714,,TRUE,8,,0,0,0,0,0,0,0,0,0.003870611,5.53E-04,0,0,0.036494332,0.054188554,0.006358861,2.76E-04,0.214265966,0.019905999,0.104506497,0.029582527,0,0,0,0,0,0.104506497,0,0.425490738,0,0
10007784-3-B,University College London,10007784,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007784-3-B.pdf,3," Allied Health Professions, Dentistry, Nursing and Pharmacy",100,0,0,0,0,4913,,TRUE,8,,2.09E-04,0,4.18E-04,0,0,0,0,0,0,0,0,0,0.010871838,0.157850721,0.04014217,0,0.232490069,0.072966757,0.072130462,0.190884382,0,0.014217019,0,0.012126281,2.09E-04,0.011708133,0,0.183775873,0,0
10007775-1-,Queen Mary University of London,10007775,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007775-1-.pdf,1, Clinical Medicine,50,50,0,0,0,6894,,TRUE,9,,0,0,0,0,0,0,0,0,0,1.51E-04,0,0,0,0.021607736,0.00695074,0,0.273194319,0.045935328,0.007555153,0,0,0.004230885,0.001057721,0,0,0.027349652,0,0.611967362,0,0
10007775-2-,Queen Mary University of London,10007775,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007775-2-.pdf,2," Public Health, Health Services and Primary Care",62.5,37.5,0,0,0,3418,,TRUE,9,,0,0.002422041,0,0,0,0,0,0,6.06E-04,0.027853467,0,0,0,0.044807751,0,0,0.332122313,0.020587345,0.028156222,0,0,0.002724796,0,0,0,0.504087193,0,0.036633364,0,0
10007775-3-,Queen Mary University of London,10007775,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007775-3-.pdf,3," Allied Health Professions, Dentistry, Nursing and Pharmacy",100,0,0,0,0,3960,,TRUE,9,,0.004912099,0.001034126,0,0,0,0,0,0,0,0.002843847,0,0,5.17E-04,0.022492244,0,0,0.292140641,0.02352637,0.076266805,0.029214064,0,0,0,0,0,0.125387797,0,0.421406412,2.59E-04,0
10007775-5-,Queen Mary University of London,10007775,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007775-5-.pdf,5, Biological Sciences,12.5,75,12.5,0,0,3477,,TRUE,9,,0.017043785,0,0,0,0,0,0,0,0.03937702,0,0,0,0,0.098736409,0.30825742,0,0.352042316,0.025859536,0.055245372,0.081104907,0,0.022039377,2.94E-04,0,0,0,0,0,0,0
10007790-6-,University of Edinburgh,10007790,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007790-6-.pdf,6," Agriculture, Veterinary and Food Science",100,0,0,0,0,6524,,TRUE,10,,0.111006141,0,0,0,0,0,0,0,0,0,0,0,1.57E-04,0,0.405762872,0,0.309872461,7.87E-04,0.085340891,0,0,0,0,0,0.03794678,0.002361833,0,0.046764289,0,0
10007790-1-,University of Edinburgh,10007790,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007790-1-.pdf,1, Clinical Medicine,75,25,0,0,0,8536,,TRUE,10,,0,2.48E-04,0,0,0,0,0,1.24E-04,0,0,0,0.002232697,0,0.014016373,0.066980898,0,0.192259985,0,0,0,0,0.014016373,0,1.24E-04,0.058918383,0.001364426,0,0.648970479,6.20E-04,1.24E-04
10007790-5-,University of Edinburgh,10007790,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007790-5-.pdf,5, Biological Sciences,100,0,0,0,0,5866,,TRUE,10,,0.013866667,0,0,0,0,0,0,0,0,0.003022222,1.78E-04,0,0.003911111,0.032533333,0.425244444,0,0.433244444,0.004622222,0.008177778,0.026488889,0,0,0,0,0.031822222,0,0,0.016888889,0,0
10007790-4-,University of Edinburgh,10007790,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007790-4-.pdf,4," Psychology, Psychiatry and Neuroscience",100,0,0,0,0,6096,,TRUE,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024710293,0.074982958,0,0.255112474,0.001704158,1.70E-04,0,0,0.372528971,0,0,0.044989775,0,0,0.225800954,0,0
10007786-1-,University of Bristol,10007786,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007786-1-.pdf,1, Clinical Medicine,12.5,75,12.5,0,0,4928,,TRUE,11,,0,2.08E-04,0,0,0,0,0,0,0,0.001868383,0,0.022628192,0.001245589,0.022005398,0.027610546,0,0.306414781,0.007058335,0.125181648,4.15E-04,0,0,0,0,0,0.030101723,0,0.454224621,0.00103799,0
10007786-2-,University of Bristol,10007786,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007786-2-.pdf,2," Public Health, Health Services and Primary Care",100,0,0,0,0,4904,,TRUE,11,,0,0.005055825,0,0,0,0,0,0,0,0.009479671,0,0.01980198,0,0.048030335,0.003581209,0,0.258900358,0.002317253,0.065093743,0.00990099,2.11E-04,0.00315989,0.002738572,0,0,0.47356225,0,0.098167264,0,0
10007786-3-,University of Bristol,10007786,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007786-3-.pdf,3," Allied Health Professions, Dentistry, Nursing and Pharmacy",50,50,0,0,0,3373,,TRUE,11,,0.001219141,0,0,0,0,0,0,0,0,0,0,0.038402926,0.001219141,0.003657422,0,0,0.286193234,0.068576653,0.113380067,0.040536422,0,0,0,0,0,0.263029564,0,0.183785431,0,0
10007786-4-,University of Bristol,10007786,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007786-4-.pdf,4," Psychology, Psychiatry and Neuroscience",75,25,0,0,0,4153,,TRUE,11,,0,0.004494382,0,0,0,0,0,0,0,0,0,0.047690387,0,0.03545568,0.085892634,0,0.438951311,0.015230961,0.019475655,0.005742821,0,0.210986267,0,0,0,0,0,0.1360799,0,0
10007786-5-,University of Bristol,10007786,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007786-5-.pdf,5, Biological Sciences,75,25,0,0,0,4773,,TRUE,11,,0.071020926,0.002536462,0,0,0,0.013316424,0,0,0.00591841,0.011625449,0,0.01289368,0.001479603,0.011202706,0.436482773,0,0.355316001,0.002113718,0.035299091,0.021348552,0,0.007186641,0,0,0,0.012259565,0,0,0,0
10007786-6-,University of Bristol,10007786,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007786-6-.pdf,6," Agriculture, Veterinary and Food Science",25,75,0,0,0,3565,,TRUE,11,,0.084716657,0,2.86E-04,0,5.72E-04,2.86E-04,0,8.59E-04,0,0,0,0.011734402,5.72E-04,0.021751574,0.254436176,0,0.292501431,0,0.189753864,0,0,0.018317115,0,0,0,0.004293074,0,0.119919863,0,0
10007157-3-B,University of Sheffield,10007157,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007157-3-B.pdf,3," Allied Health Professions, Dentistry, Nursing and Pharmacy",100,0,0,0,0,4889,,TRUE,12,,0,0,0,0,0,0.002528978,0,0,0,0,0,0,0,0.019599579,0.117175975,0,0.405479452,0.009272919,0.1085353,0,0,0.001264489,0,0,0,0,0,0.336143309,0,0
10007157-3-A,University of Sheffield,10007157,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007157-3-A.pdf,3," Allied Health Professions, Dentistry, Nursing and Pharmacy",100,0,0,0,0,3641,,TRUE,12,,0,0.001132824,0,0,0.011328236,0,0,0.008779383,0,0.002548853,0,0,0.027470971,0.054941943,0,0,0.351741716,0.004531294,0.142452563,0,0,0.038799207,0,0,0,0.274709714,0,0.081563297,0,0
10007157-4-,University of Sheffield,10007157,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007157-4-.pdf,4," Psychology, Psychiatry and Neuroscience",87.5,12.5,0,0,0,3650,,TRUE,12,,0,0,0,0,0,0,0,0,0,0.002533071,0,2.81E-04,0.015479876,0.036307346,0,0,0.461581762,0.034900084,0.043906558,0,0.049817056,0.285674078,0,0.002814523,0,0.03799606,0,0.025612159,0,0.003095975
10007157-5-,University of Sheffield,10007157,A,http://strategicfutures.org/demos/REF2014/resources/pdfs/10007157-5-.pdf,5, Biological Sciences,87.5,12.5,0,0,0,4118,,TRUE,12,,0.029698028,0.005240829,0,0.00149738,0,0,0,0,0.012478163,2.50E-04,0,2.50E-04,0,0.055153481,0.259046668,0,0.571000749,0.026703269,0.017718992,0,0,0,0,0,0,0,0,0.020713751,2.50E-04,0
